product,field,platform,location,homepage,establish_time,round,project_status,status,tags,description,contact,leadership,logo_url,url,company_name,brief_intro
YOKA时尚网,文化娱乐,平台：WEB,坐标：北京市,官网：www.yoka.com,成立时间：2006-08,"C轮,1500万,美元,融资完成",立即认领,运营状态：正在运营,媒体电子商务,YOKA时尚网是一个时尚新媒体网站，旗下包括时尚垂直门户网站、无线互联、电子商务网站等，产品包括Yoka时尚网、Yoka男士网、Ymall网等，隶属于北京凯铭风尚网络技术有限公司。,,,http://pic.pedaily.cn/newseed/projectlogo/201506/20150610@043304.jpg,http://www.newseed.cn/project/18505,北京凯铭风尚网络技术有限公司,YOKA时尚网是一个时尚新媒体网站，旗下包括时尚垂直门户网站、无线互联、电子商务网站等，产品包括Yoka时尚网、Yoka男士网、Ymall网等，隶属于北京凯铭风尚网络技术有限公司。
AdSame传漾科技,信息技术,平台：WEB,坐标：上海市,官网：www.adsame.com,成立时间：2009-10-11,"C轮,3000万,美元,融资完成",立即认领,运营状态：正在运营,广告营销互联网,传漾科技AdSame是一家数字营销平台提供商，打造了DSP、SSP、DMP三大平台为核心的互联网广告生态系统。上海传漾网络科技有限公司旗下。,,,http://pic.pedaily.cn/newseed/projectlogo/201506/20150610@034048.jpg,http://www.newseed.cn/project/18521,上海传漾网络科技有限公司,"传漾科技以广告发布技术和数据洞察为驱动，充分高效利用剩余流量，洞察网络受众的行为；建立不同需求层次的网络应用级平台，开拓网络广告和电子商务的智能应用，致力于成为中国互联网营销的商业智能引擎。

	 

	传漾旗下拥有两大平台——产品平台及媒体平台。产品平台包括行业领先的Dolphin广告发布管理及Eagle广告效果监测评估等。媒体平台包括Max品牌广告网络（门户、垂直、SNS、Video）；RT电子商务智能营销；二线城市本地化营销服务等。业务范围涉及广告投放、效果监测、电子商务、广告销售、技术研发及各项增值服务。传漾将始终坚守自己的使命，致力于成为中国数字营销的商业智能引擎。"
悠悠村UUCUN,文化娱乐,平台：移动应用,坐标：上海市,官网：www.uucun.com,成立时间：不详,"C轮,金额未透露,融资完成",立即认领,运营状态：正在运营,广告营销移动互联网互联网行业及技术解决方案,悠悠村UUCUN是一家移动互联网广告平台及建站平台，旗下有移动广告平台“优告”、移动建站“优拓”解决方案等。隶属于上海网村信息技术有限公司。,,,http://pic.pedaily.cn/newseed/projectlogo/201506/20150609@114352.jpg,http://www.newseed.cn/project/18516,上海网村信息技术有限公司,悠悠村UUCUN是一家移动互联网广告平台及建站平台，旗下有移动广告平台“优告”、移动建站“优拓”解决方案等。隶属于上海网村信息技术有限公司。
上海索乐游戏,游戏体育,平台：移动应用,坐标：上海市,官网：www.socogame.com,成立时间：不详,"C轮,5670万,人民币,融资完成",立即认领,运营状态：正在运营,游戏硬件游戏开发游戏发行及渠道,上海索乐游戏是一家手机游戏开发、运营、代理发行服务商，旗下有Play+游戏中心、《剑侠stye》、《武侠OL》、《燃烧的蔬菜》等。,,,http://pic.pedaily.cn/newseed/projectlogo/201506/20150610@025406.jpg,http://www.newseed.cn/project/18529,上海索乐软件有限公司,上海索乐游戏是一家手机游戏开发、运营、代理发行服务商，旗下有Play+游戏中心 、 《剑侠stye》、《武侠OL》、《燃烧的蔬菜》等。
好联络,硬件,平台：WEB,坐标：北京市,官网：www.lianluo.com,成立时间：不详,"C轮,700万,美元,融资完成",立即认领,运营状态：正在运营,移动互联网互联网,杭州联络互动信息科技股份有限公司是行业领先的移动互联网产品与服务提供商。公司成立于2002年，现有员工总数超过300人。北京数字天域科技有限责任公司为杭州联络互动信息科技股份有限公司总公司。,,,http://pic.pedaily.cn/newseed/project/20150731/20150731135107740.jpg,http://www.newseed.cn/project/18539,北京数字天域科技股份有限公司,好联络隶属于北京数字天域科技股份有限公司，是一个以手机通讯录为代表的手机互联网管理软件平台。
大龙网DinoDirect,生活消费,平台：WEB,坐标：重庆市,官网：www.dinodirect.com,成立时间：2009-07,"C轮,金额未透露,融资完成",立即认领,运营状态：正在运营,,大龙网是一个跨国外贸B2C及B2B网站，大龙网中国有限公司(DinoDirect)旗下。,,,http://pic.pedaily.cn/newseed/projectlogo/201506/20150609@083437.jpg,http://www.newseed.cn/project/18550,大龙网中国有限公司,大龙网是一个跨国外贸B2C网站，大龙网中国有限公司(DinoDirect )旗下。
广州天绎智能科技,企业服务,平台：硬件,坐标：广州市,官网：www.timespace.org.cn,成立时间：不详,"C轮,金额未透露,融资完成",立即认领,运营状态：正在运营,健康保健,,,,http://pic.pedaily.cn/newseed/projectlogo/201506/20150610@123621.jpg,http://www.newseed.cn/project/18558,广州天绎智能科技有限公司,广州天绎智能科技有限公司（Time space），于2007年4月成立，是一家专业从事2.4G远距离射频识别（RFID）产品研究开发，生产销售，并面向全球用户提供高性能解决方案及产品服务的高科技企业，公司目前是广东省信息产业厅认定的软件企业。公司创立了天绎信息物联平台，在这个平台下目前已经成功开发了不同领域的多个产品，包括：母婴智能监护系统、医院医疗信息系统、基于健康档案的区域医疗协作系统、电子学生证系统运营平台、基于RFID城市智能交通电子车牌系统等。
导航犬,企业服务,平台：WEB,坐标：北京市,官网：www.navidog.cn,成立时间：不详,"C轮,金额未透露,融资完成",立即认领,运营状态：不详,图像视频,导航犬是一款GPS手机导航服务平台，为用户提供从当前位置到目的地的实时语音图像导航服务。,,,http://pic.pedaily.cn/newseed/projectlogo/201506/20150610@034004.jpg,http://www.newseed.cn/project/18541,北京腾瑞万里信息技术有限公司,北京腾瑞万里信息技术有限公司成立于2004年11月，注册资金1000万元。是一家专注于以位置业务(LBS)为核心业务、基于移动网络的数据增值业务应用、开发及运营商。是一家完全独立运营增值业务同时拥有全部自主研发的GPS手机导航技术的公司。“导航犬”是针对个人公众市场的在线LBS业务品牌，可实现GPS语音导航、多人群组导航、步行导航、生活咨询搜索、餐饮美食推荐等功能，构建基于个人位置的LBS社区服务。在这一品牌下，分为导航版、地图版等用户细分市场，同时覆盖Symbian/Windows Mobile/Brew/Iphone/Android的等主流手机操作系统。
格瓦拉生活网,生活消费,平台：WEB,坐标：上海市,官网：www.gewara.com,成立时间：2008-03,"C轮,2000万,美元,融资完成",立即认领,运营状态：正在运营,,格瓦拉生活网是一个城市娱乐资讯、消费、互动一体化网络平台，致力为广大消费者的休闲娱乐生活提供更加便捷的消费服务。上海格瓦商务信息咨询有限公司旗下产品。,,,http://pic.pedaily.cn/newseed/projectlogo/201506/20150609@090900.jpg,http://www.newseed.cn/project/18564,上海格瓦商务信息咨询有限公司,格瓦拉生活网（www.gewara.com，简称Gewara）创建于2008年，隶属于上海格瓦商务信息咨询有限公司，格瓦拉生活网致力于用数字网络来补充现实生活，为广大消费者提供衣食住行之外的精彩城市生活服务，是国内第一家融合信息资讯、用户社区和商家互动的生活网络平台。目前Gewara包括电影院、KTV、健身房、酒吧和运动场所等生活平台，不但提供商家的名称、地址、电话、图片等基本资讯，还融合了电影院排片表、健身房课程表、KTV价格表、酒吧活动等动态信息，同时用户也可以针对商家或者针对电影、活动等进行评论评价、活动组织以及生活安排。
尚品网,生活消费,平台：WEB,坐标：北京市,官网：www.shangpin.com,成立时间：不详,"C轮,5000万,美元,融资完成",立即认领,运营状态：正在运营,,尚品网，一家获得品牌授权、正价销售欧美高端时尚和奢侈品牌应季新品的购物网站。,,,http://pic.pedaily.cn/newseed/projectlogo/201506/20150610@021530.jpg,http://www.newseed.cn/project/18571,北京和诚华信科技发展有限公司,尚品网，一家获得品牌授权、正价销售欧美高端时尚和奢侈品牌应季新品的购物网站。
家庭医生在线,医疗健康,平台：WEB,坐标：广州市,官网：www.familydoctor.com.cn,成立时间：2008-01,"C轮,8800万,人民币,融资完成",立即认领,运营状态：正在运营,媒体健康保健医疗信息化,家庭医生在线是一个综合的医疗健康服务网站，提供健康类数字新媒体、医疗资讯、医生服务和导购等，隶属于广州市家庭医生在线信息有限公司。,,,http://pic.pedaily.cn/newseed/projectlogo/201506/20150610@035358.jpg,http://www.newseed.cn/project/18577,广州市家庭医生在线信息有限公司,家庭医生在线是一个综合的医疗健康服务网站，提供健康类数字新媒体、医疗资讯、医生服务和导购等，隶属于广州市家庭医生在线信息有限公司。
瑞尔齿科,医疗健康,平台：WEB,坐标：北京市,官网：www.arrail-dental.com,成立时间：不详,"C轮,7000万,美元,融资完成",立即认领,运营状态：正在运营,,瑞尔齿科是一家口腔诊所、口腔医院连锁机构。,,,http://pic.pedaily.cn/newseed/projectlogo/201506/20150610@063925.jpg,http://www.newseed.cn/project/18592,深圳瑞尔齿科医疗有限公司,瑞尔齿科是中国高端齿科服务行业领先品牌，致力于为国内的中产阶层及外籍人士提供一流的国际性齿科服务，主要开展综合治疗、美容齿科、牙科种植、正畸、儿童齿科等专业牙科医疗服务。瑞尔齿科成立于1999年，由中国海外归国学子与国际医药领域著名企业共同创建，至今已经在北京、上海、深圳、厦门开设16家瑞尔齿科诊所和医院，拥有员工近500人。
北京青果灵动科技,游戏体育,平台：WEB,坐标：北京市,官网：fancyguo.com,成立时间：不详,"C轮,金额未透露,融资完成",立即认领,运营状态：不详,游戏硬件游戏开发,青果灵动是一家网页游戏开发商，产品有《黑暗之光》、《女皇之剑》、《仙纪》、《天纪》等，拥有完全自主知识产权的跨平台开发引擎Fancy3D。,,,http://pic.pedaily.cn/newseed/projectlogo/201506/20150610@122629.jpg,http://www.newseed.cn/project/18659,北京青果灵动科技有限公司,青果灵动是一家网页游戏开发商，产品有《黑暗之光》、《女皇之剑》、《仙纪》、《天纪》等，拥有完全自主知识产权的跨平台开发引擎Fancy3D。
爱拍原创,文化娱乐,平台：WEB,坐标：广州市,官网：www.aipai.com,成立时间：不详,"C轮,3800万,美元,融资完成",立即认领,运营状态：正在运营,视频图像视频办公软件,爱拍网是一个原创视频社区，旗下有视频创作软件“拍大师”等。广州爱拍网络科技有限公司旗下产品。,,,http://pic.pedaily.cn/newseed/projectlogo/201506/20150609@083520.jpg,http://www.newseed.cn/project/18597,广州爱拍网络科技有限公司,爱拍网是一个原创视频社区，旗下有视频创作软件“拍大师”等。广州爱拍网络科技有限公司旗下产品。
梆梆Bangcle,信息技术,平台：WEB,坐标：北京市,官网：www.bangcle.com,成立时间：不详,"C轮,金额未透露,融资完成",立即认领,运营状态：正在运营,,梆梆Bangcle是一家面向企业和开发者的移动应用安全服务提供商，目前主打应用保护、渠道监测等服务，对App进行加固保护，杜绝恶意篡改、注入代码、窃取创意、内存修改等危胁。北京洋浦伟业科技发展有限公司旗下。,,,http://pic.pedaily.cn/newseed/projectlogo/201506/20150609@063124.jpg,http://www.newseed.cn/project/18678,北京洋浦伟业科技发展有限公司,"北京洋浦伟业科技发展有限公司（简称“梆梆”）成立于2005年5月23日，注册资本1,000.00万元人民币，是移动应用安全服务提供商，拥有“梆梆”商标。"
多盟,文化娱乐,平台：WEB,坐标：北京市,官网：www.domob.cn,成立时间：不详,"C轮,金额未透露,融资完成",立即认领,运营状态：正在运营,,冒泡网是基于淘宝和新浪微博、腾讯微博等第三方API，整合各平台内容，独创的从内容精选精编到微博定时发送的一站式微博时尚内容管理工具。旨在帮助时尚类微博主提高管理效率，打造一个完全免费的微博时尚内容共享平台。,,,http://pic.pedaily.cn/newseed/projectlogo/201506/20150610@124926.jpg,http://www.newseed.cn/project/18690,多盟智胜网络技术（北京）有限公司,多盟智胜网络技术（北京）有限公司整合了智能手机领域最优质的应用以及广告资源，搭建了广告主和应用开发者之间的广告技术服务平台。并借助大规模数据处理的平台优势以及贴近应用开发者的服务模式，为应用开发者提供产品推广服务和收益，以及为致力于在智能手机平台推广产品、品牌的广告主提供高效的服务。domob提供了公平、合理、高效的资源配置平台，为应用开发者和广告主创造价值最大化。
挂号网,医疗健康,平台：WEB,坐标：杭州市,官网：www.guahao.com,成立时间：不详,"C轮,1.07亿,美元,融资完成",立即认领,运营状态：正在运营,移动互联网互联网健康保健医疗信息化,挂号网（Guahao.com）是国家卫生和计划生育委员会（原国家卫生部）批准的全国就医指导及健康咨询平台，由廖杰远及其团队于2010年创建。目前已经成为国际领先的移动医疗服务平台。挂号网以“就医不难、健康有道”为使命，致力于以信息技术改造中国医疗健康产业，致力于通过互联网连接医院、医生、患者，促进三者间信息的高效共享，并提供最领先、最受信任的移动医疗服务，构建新型的中国医患关系和全新的移动互联网医疗服务模式，打造公众就医及健康生活第一平台和良性互动的医疗服务与健康产业生态圈。,,,http://pic.pedaily.cn/newseed/project/20150724/20150724150445772.jpg,http://www.newseed.cn/project/18738,微医集团有限公司,挂号网以“就医不难、健康有道”为使命，致力于以信息技术改造中国医疗健康产业，致力于通过互联网连接医院、医生、患者，促进三者间信息的高效共享，并提供最领先、最受信任的移动医疗服务，构建新型的中国医患关系和全新的移动互联网医疗服务模式，打造公众就医及健康生活第一平台和良性互动的医疗服务与健康产业生态圈。
卡行天下,生活消费,平台：WEB,坐标：上海市,官网：www.kxtx.cn,成立时间：不详,"C轮,金额未透露,融资完成",立即认领,运营状态：不详,,上海卡行天下供应链管理有限公司成立于2010年，是一家创新型的物流整合企业，公司专注于以公路枢纽中心为基础，通过标准化、信息化、产品化实现公路运输的集约化整合。,,,http://pic.pedaily.cn/newseed/projectlogo/201506/20150610@065558.jpg,http://www.newseed.cn/project/18807,上海卡行天下供应链管理有限公司,上海卡行天下供应链管理有限公司成立于2010年，是一家创新型的物流整合企业，公司专注于以公路枢纽中心为基础，通过标准化、信息化、产品化实现公路运输的集约化整合。
摩登天空ModernSKY,文化娱乐,平台：WEB,坐标：北京市,官网：www.modernsky.com,成立时间：1997-12,"C轮,1500万,人民币,融资完成",立即认领,运营状态：正在运营,音乐,摩登天空ModernSKY是一家新音乐独立唱片公司，业务涵盖音乐出版、艺人经纪、现场音乐三大版块，包括草莓音乐节、ZOO电子音乐节等。,,,http://pic.pedaily.cn/newseed/projectlogo/201506/20150610@071500.jpg,http://www.newseed.cn/project/18808,摩登天空有限公司,摩登天空创立于1997年，是一家综合娱乐公司，下设多家分厂牌，领域涵盖音乐出版、艺人经纪、现场音乐三大版块，此外触角还延伸至杂志及图书出版、艺术展、影像制作、平面设计等多个领域。
无限时空,游戏体育,平台：移动应用,坐标：北京市,官网：www.51play.com,成立时间：不详,"C轮,5000万,人民币,融资完成",立即认领,运营状态：不详,游戏硬件,无限时空，一家专注于各平台游戏研发与运营的新一代文化创意企业。公司拥有完整自主知识产权的高效3D图形引擎，原创3D网游诚意之作《无限世界》是公司旗下主打网游产品。,,,http://pic.pedaily.cn/newseed/projectlogo/201506/20150610@011742.jpg,http://www.newseed.cn/project/18692,北京无限时空网络技术有限公司,"北京无限时空网络技术有限公司（原名“北京趣游天际网络技术有限公司”）创办于2009年6月29日。公司的核心业务专注于网络游戏的研发与运营。

	 

	无限时空拥有完全自主研发的3D引擎。无限时空的几位创始人，曾领衔制作包括《完美世界》、《诛仙》等在内的多款同时在线超过30万人的一线网游。"
InnoLight Technology旭创科技,硬件,平台：硬件,坐标：苏州市,官网：www.innolight.com,成立时间：不详,"C轮,3800万,美元,融资完成",立即认领,运营状态：不详,,苏州旭创科技有限公司（InnoLightTechnology）是一家主打下一代云计算光通讯模块的公司，主要研发10Gbit/s、40Gbit/s光模块及测试系统。,,,http://pic.pedaily.cn/newseed/projectlogo/201506/20150610@100050.jpg,http://www.newseed.cn/project/18822,苏州旭创科技有限公司,"苏州旭创科技有限公司致力于打造立足于中国的最好的高端光通讯模块和子系统(10G-40G)设计公司，为客户提供光通信模块，光电器件和工业应用的最佳ODM (Original Design & Manufacturing) 解决方案。公司的目标是将国外先进的技术和创新型公司运作经验，与国内优秀的人才和广阔的市场相结合，为高速增长的中国通讯领域和电子消费领域提供高质量的产品和服务，并对国外市场提供设计和制造服务。

	 

	我们与顶级的通信激光，探测器和集成电路（IC）等光器件供应商合作为客户提供最有价值的光通信模块ODM解决方案，我们也与硅光子学技术专家们联合为ODM客户提供下一代的光通信模块。

	 

	我们当前正在开发10G和40G光通信模块产品，在10G领域我们专注SFP+和XFP光通信模块的开发和解决方案。我们计划在2009年初提供40G ODM解决方案。"
Reebonz瑞宝仕,生活消费,平台：WEB,坐标：上海市,官网：www.reebonz.cn,成立时间：不详,"C轮,4000万,美元,融资完成",立即认领,运营状态：正在运营,,Reebonz瑞宝仕是主打会员制的国际奢华品牌购物及限时特卖网站，丽铂姿贸易（上海）有限公司旗下。,,,http://pic.pedaily.cn/newseed/projectlogo/201506/20150609@081528.jpg,http://www.newseed.cn/project/18722,丽铂姿贸易（上海）有限公司,"瑞宝仕是会员专享的国际奢华品牌购物网站，创立于2009，总部位于新加坡。 网站经营遍布于新加坡，马来西亚，泰国，印尼，文莱，韩国，澳大利亚，新西兰，中国，香港，台湾。并与当地银行有良好的合作关系。经营模式的先锋定位，随着业务的快速增长，Reebonz 获得国际著名风险投资--GGV CAPITAL, MATRIX, VERTEX VENTURE的投资。"
微播易,信息技术,平台：WEB,坐标：北京市,官网：www.weiboyi.com,成立时间：不详,"C轮,3.2亿,人民币,融资完成",立即认领,运营状态：正在运营,媒体,微播易（此前叫微博易）是一家基于微博的社会化媒体和精准营销服务商，隶属于北京讯达网脉科技有限公司。,,,http://pic.pedaily.cn/newseed/projectlogo/201506/20150610@124140.jpg,http://www.newseed.cn/project/18778,北京讯达网脉科技有限公司,北京讯达网脉科技有限公司（简称“微博易”）成立于2009年1月7日，主要从事微博网络营销。
有缘网,社交,平台：移动应用,坐标：北京市,官网：www.youyuan.com,成立时间：不详,"C轮,金额未透露,融资完成",立即认领,运营状态：不详,婚恋交友,有缘网是一个手机婚恋服务平台，隶属于北京友缘在线网络科技有限责任公司,,,http://pic.pedaily.cn/newseed/projectlogo/201506/20150610@123757.jpg,http://www.newseed.cn/project/18803,北京友缘在线网络科技有限责任公司,有缘网是一个手机婚恋服务平台，隶属于北京友缘在线网络科技有限责任公司。
耶客网络,生活消费,平台：WEB,坐标：上海市,官网：yekmob.com,成立时间：不详,"C轮,金额未透露,融资完成",立即认领,运营状态：正在运营,消费电子移动互联网互联网电子商务大宗批发零售行业及技术解决方案,上海耶客网络科技是一家移动电子商务外包服务商，为凡客等提供外包服务。耶客网络科技有限公司专注于为客户提供手机移动客户端。目前服务于20多个一线电子商务及消费类品牌客户，如美特斯邦威、邦购网、凡客诚品、乐淘、优众、李宁等。公司处于迅猛发展时间，现有在职员工200多人。耶客提供的解决方案，覆盖苹果iOS、安卓、HTML5、WAP2.0、WindowsPhone、黑莓、塞班以及KJava等共8大平台。截止到今年7月，包括凡客诚品、乐蜂网、优购网、美特斯邦威集团、太平鸟集团、Nike、银泰网等共计47家线下和线上零售企业使用了耶客提供的移动互联网服务。2012年2月获得IDG资本和顺为基金B轮1000万美元投资。,,,http://pic.pedaily.cn/newseed/project/20150731/20150731141305694.jpg,http://www.newseed.cn/project/18848,上海耶客网络科技有限公司,"上海耶客网络科技有限公司成立于2010年4月，是一家专注于为客户提供手机移动客户端的移动互联网公司。

	 

	公司核心团队有8年的无线增值业务及移动互联网从业经历，目前客户已经涵盖乐蜂、聚美优品、也买酒、红孩子等三十多家客户，以电商网站为主。"
亲亲网,生活消费,平台：WEB,坐标：济宁市,官网：www.qinqin.com,成立时间：不详,"C轮,金额未透露,融资完成",立即认领,运营状态：不详,,亲亲网是一家正品化妆品特卖商城，销售国内外知名化妆品、护肤品、彩妆、香水、精油、美体瘦身等上万种商品。济宁亲亲网络科技有限公司旗下网站。,,,http://pic.pedaily.cn/newseed/projectlogo/201506/20150610@072837.jpg,http://www.newseed.cn/project/18893,济宁亲亲网络科技有限公司,亲亲网是一家正品化妆品特卖商城，销售国内外知名化妆品、护肤品、彩妆、香水、精油、美体瘦身等上万种商品。济宁亲亲网络科技有限公司旗下网站。
韩都衣舍,生活消费,平台：WEB,坐标：济南市,官网：www.handuyishe.com,成立时间：2008-03,"C轮,金额未透露,融资完成",立即认领,运营状态：正在运营,,"韩都衣舍集团创立于2006年，致力于为都市时尚人群提供高品质的流行服饰。作为中国""引领韩风快时尚""的品牌，目前韩都衣舍旗下拥有28个子品牌，凭借""款式多，更新快，性价比高""的产品理念深得全国消费者的喜爱和信赖。",,,http://pic.pedaily.cn/newseed/projectlogo/201506/20150610@125624.jpg,http://www.newseed.cn/project/18871,山东韩都衣舍电子商务有限公司,韩都衣舍是一个主打韩式服装的时尚电商，隶属于山东韩都衣舍电子商务有限公司。
Belter倍泰健康,医疗健康,平台：WEB,坐标：深圳市,官网：www.belter.com.cn,成立时间：不详,"C轮,1亿,人民币,融资完成",立即认领,运营状态：正在运营,健康保健户外/极限运动行业及技术解决方案,深圳市倍泰健康（Belter）是一家主打智能医疗健康产品的技术服务商，提供人体健康测量网络化分析产品、智能网络化运动器械产品、电子医疗产品、远程和移动医疗产品等，为用户提供一站式健康检测管理解决方案。,,,http://pic.pedaily.cn/newseed/projectlogo/201506/20150610@032501.jpg,http://www.newseed.cn/project/18867,深圳市倍泰健康测量分析技术有限公司,深圳市倍泰健康（Belter）是一家主打智能医疗健康产品的技术服务商，提供人体健康测量网络化分析产品、智能网络化运动器械产品、电子医疗产品、远程和移动医疗产品等，为用户提供一站式健康检测管理解决方案。
mo9先玩后付,游戏体育,平台：WEB,坐标：上海市,官网：mo9.com.cn,成立时间：不详,"C轮,金额未透露,融资完成",立即认领,运营状态：正在运营,游戏硬件,mo9是一家手机游戏及虚拟商品的信用服务提供商，提供“先玩后付”的消费理念，玩家可以先获得游戏币玩游戏，然后在七天内任何时间交款。隶属于祺拓（上海）信息技术有限公司。,,,http://pic.pedaily.cn/newseed/projectlogo/201506/20150609@113217.jpg,http://www.newseed.cn/project/19141,祺拓（上海）信息技术有限公司,祺拓（上海）信息技术有限公司是mo9的中国总部。mo9总部位于美国加州帕罗奥多市，是一家线上游戏及虚拟商品的信用服务提供商，由红杉资本参与投资。mo9是由一批原PayPal美国工程师创立的，创立mo9的主要目的是向众多的移动行业商家提供一种优秀的移动支付解决方案，解决移动行业的支付瓶颈。mo9“先玩后付”的信用支付模式，成为移动游戏领域流行的付费方式，支持12个国家和地区，整合了全球56种还款通道。
海豚浏览器,企业服务,平台：WEB,坐标：武汉市,官网：cn.dolphin.com,成立时间：不详,"C轮,金额未透露,融资完成",立即认领,运营状态：正在运营,,海豚浏览器（dolphin-browser）是一家专为智能手机上网设计的基于WebKit内核的手机浏览器。百纳(武汉)信息技术有限公司旗下产品。,,,http://pic.pedaily.cn/newseed/projectlogo/201506/20150609@085907.jpg,http://www.newseed.cn/project/18978,百纳(武汉)信息技术有限公司,海豚浏览器（dolphin-browser）是一家专为智能手机上网设计的基于WebKit内核的手机浏览器。百纳(武汉)信息技术有限公司旗下产品。
着迷网,游戏体育,平台：WEB,坐标：北京市,官网：www.joyme.com,成立时间：不详,不详,立即认领,运营状态：正在运营,游戏硬件兴趣社区主题游,着迷网一家以游戏为主题的游戏兴趣社区，利用众包方式搭建游戏条目及攻略百科。隶属于北京乐享方登网络科技有限公司。,,,http://pic.pedaily.cn/newseed/project/20150804/20150804111746802.jpg,http://www.newseed.cn/project/19143,北京乐享方登网络科技有限公司,着迷网一家以游戏为主题的游戏兴趣社区，利用众包方式搭建游戏条目及攻略百科。隶属于北京乐享方登网络科技有限公司。
豆果网,生活消费,平台：WEB,坐标：北京市,官网：www.douguo.com,成立时间：不详,"C轮,2500万,美元,融资完成",立即认领,运营状态：正在运营,办公软件,豆果网是一家致力于发现、分享、交流美食的互动平台，目前已经发展成为国内外华人较为领先的美食互动社区网络、在线厨艺交流、美食分享平台，提供国内免费手机美食菜谱、生活资讯应软件。,,,http://pic.pedaily.cn/newseed/projectlogo/201506/20150609@085415.jpg,http://www.newseed.cn/project/18914,北京豆果信息技术有限公司,"豆果是国内发现、分享、交流美食的互动社区，目前已经发展成为国内以及全球华人最领先的美食互动社区网络。致力于为用户提供了一个在线的厨艺交流平台；美食分享，心情故事的倾述之地。为喜爱美食、热爱生活的人提供了一个展现自己厨艺的舞台，也为吃喝发愁的新手提供了学习的课堂。

	豆果除了包含美食菜谱，美食互动社区，还开启了电子商务模式，有活动（一些线下活动，和食物相关的产品如微波炉，美食试吃等等）和电子商务（一些食材等的团购）。"
生活半径,信息技术,平台：WEB,坐标：北京市,官网：www.i360r.com,成立时间：不详,"C轮,3亿,人民币,融资完成",立即认领,运营状态：不详,O2O/本地生活,"生活半径（北京）信息技术有限公司（简称“生活半径”）成立于2010年10月，是基于用户地理位置,并以该位置为圆心，一定距离为半径的在线生活服务和交易平台。使用户能够及时掌握周边的生活信息,享受便捷的本地化生活服务。",,,http://pic.pedaily.cn/newseed/projectlogo/201506/20150610@010423.jpg,http://www.newseed.cn/project/19157,生活半径（北京）信息技术有限公司,"生活半径（北京）信息技术有限公司（简称“生活半径 ”）成立于2010年10月，是基于用户地理位置,并以该位置为圆心，一定距离为半径的在线生活服务和交易平台。使用户能够及时掌握周边的生活信息,享受便捷的本地化生活服务。"
华阳信通,硬件,"平台：硬件,其他",坐标：深圳市,官网：www.hyxt.com,成立时间：不详,"C轮,金额未透露,融资完成",立即认领,运营状态：不详,大宗批发零售行业及技术解决方案,华阳信通是一家以二维码应用为基础的零售连锁移动互联运营服务商，提供智慧收银台、门店合伙人分销平台等解决方案及产品服务。客户包括淘宝、支付宝、京东等线上平台及周大福、美赞臣、周大生、面包新语、千色店、富锦食品等商业企业。,,,http://pic.pedaily.cn/newseed/projectlogo/201506/20150610@033622.jpg,http://www.newseed.cn/project/19168,深圳市华阳信通科技发展有限公司,华阳信通是一家以二维码为基础的O2O综合服务提供商，旗下有移动营销宝、产品定向追踪平台等，客户包括淘宝、支付宝、京东等线上平台及周大福、美赞臣、周大生、面包新语、千色店、富锦食品等商业企业。隶属于深圳市华阳信通科技发展有限公司。
忆恒科技MemBlaze,硬件,平台：硬件,坐标：北京市,官网：www.memblaze.com,成立时间：不详,"C轮,2000万,美元,融资完成",立即认领,运营状态：正在运营,行业及技术解决方案,忆恒科技（MemBlaze）是一家面向企业的高性能固态存储产品及解决方案服务商，产品包括PCIExpressFlash存储卡等，隶属于北京忆恒创源科技有限公司。,,,http://pic.pedaily.cn/newseed/projectlogo/201506/20150610@054727.jpg,http://www.newseed.cn/project/19185,北京忆恒创源科技有限公司,忆恒科技是一家主营企业固态硬盘信息存储技术的公司。
闪传,信息技术,平台：WEB,坐标：北京市,官网：shanchuan.cn,成立时间：2012-11,"C轮,1820万,人民币,融资完成",立即认领,运营状态：正在运营,视频音乐文件文档图像视频,闪传是致力于提供安卓手机间的传输服务，支持音乐、视频、图片等文档的高速海量数据传输，北京安奇智联科技有限公司开发。旗下产品还有安豆苗、闪播等。,,,http://pic.pedaily.cn/newseed/projectlogo/201506/20150609@092738.jpg,http://www.newseed.cn/project/19469,北京安奇智联科技有限公司,闪传是致力于提供安卓手机间的传输服务，支持音乐、视频、图片等文档的高速海量数据传输，北京安奇智联科技有限公司开发。旗下产品还有安豆苗、闪播等。
波奇网,生活消费,平台：WEB,坐标：上海市,官网：www.boqii.com,成立时间：不详,"C轮,1.02亿,人民币,融资完成",立即认领,运营状态：正在运营,宠物,波奇网是一个宠物主题社区、宠物用品网上商城等综合性宠物服务网站。光橙（上海）信息科技有限公司旗下。,,,http://pic.pedaily.cn/newseed/projectlogo/201506/20150609@103359.jpg,http://www.newseed.cn/project/19554,光橙（上海）信息科技有限公司,波奇网是一个宠物主题社区、宠物用品网上商城等综合性宠物服务网站。光橙（上海）信息科技有限公司旗下。
